# Discriminator Loss, Generator Loss
9.619716405868530273e-01,1.455763626098632812e+01
8.569254875183105469e-01,1.370196628570556641e+01
8.488484621047973633e-01,1.398053264617919922e+01
8.431358933448791504e-01,1.212663078308105469e+01
7.798410058021545410e-01,1.565630912780761719e+01
7.927852272987365723e-01,1.206937885284423828e+01
7.578426599502563477e-01,1.359269809722900391e+01
7.838065028190612793e-01,1.299138259887695312e+01
8.479386568069458008e-01,1.220890903472900391e+01
1.104089021682739258e+00,1.077044200897216797e+01
1.184854030609130859e+00,1.142294979095458984e+01
1.298758506774902344e+00,1.025532150268554688e+01
1.192374110221862793e+00,1.054117202758789062e+01
1.080760717391967773e+00,1.118285751342773438e+01
8.759711384773254395e-01,1.146010494232177734e+01
7.083172798156738281e-01,1.344731044769287109e+01
8.181318044662475586e-01,1.225799369812011719e+01
9.835029244422912598e-01,1.125785636901855469e+01
1.106239318847656250e+00,1.238175582885742188e+01
1.203341603279113770e+00,1.270775222778320312e+01
1.213887929916381836e+00,1.188569259643554688e+01
1.315235376358032227e+00,1.105349445343017578e+01
1.352031588554382324e+00,1.381719207763671875e+01
1.285983085632324219e+00,1.298847770690917969e+01
1.253208041191101074e+00,1.161034584045410156e+01
1.557945847511291504e+00,1.168849658966064453e+01
1.781717300415039062e+00,1.410179805755615234e+01
1.745964884757995605e+00,1.412036895751953125e+01
1.740577220916748047e+00,1.064455127716064453e+01
1.710928559303283691e+00,1.207466983795166016e+01
2.002629280090332031e+00,1.073488998413085938e+01
1.952803373336791992e+00,1.299729919433593750e+01
1.939107894897460938e+00,1.347272872924804688e+01
1.582344532012939453e+00,1.273728370666503906e+01
1.635762333869934082e+00,1.314430236816406250e+01
1.639244437217712402e+00,1.103640556335449219e+01
1.740448474884033203e+00,1.368124198913574219e+01
1.854924559593200684e+00,1.169284439086914062e+01
1.534955978393554688e+00,1.464680671691894531e+01
1.480795264244079590e+00,1.197255706787109375e+01
1.464022040367126465e+00,1.417919635772705078e+01
1.579288482666015625e+00,1.476685142517089844e+01
1.724989295005798340e+00,1.152956390380859375e+01
1.833529829978942871e+00,1.214426040649414062e+01
1.984749913215637207e+00,1.187066364288330078e+01
2.095250606536865234e+00,1.177167701721191406e+01
1.943094372749328613e+00,1.147819709777832031e+01
1.998938083648681641e+00,1.209538459777832031e+01
1.987693667411804199e+00,1.324531173706054688e+01
2.161911249160766602e+00,1.402303886413574219e+01
1.843088984489440918e+00,1.234476280212402344e+01
1.844447135925292969e+00,1.199742698669433594e+01
1.616999626159667969e+00,1.479710674285888672e+01
1.621631860733032227e+00,1.173381519317626953e+01
1.557027101516723633e+00,1.219369792938232422e+01
1.507025837898254395e+00,1.172496414184570312e+01
1.434175252914428711e+00,1.252365589141845703e+01
1.601361393928527832e+00,1.252271938323974609e+01
1.496031284332275391e+00,1.275058364868164062e+01
1.525664329528808594e+00,1.182593345642089844e+01
1.662543654441833496e+00,1.193379306793212891e+01
1.643823504447937012e+00,1.166215705871582031e+01
1.798898100852966309e+00,1.153530025482177734e+01
1.879353165626525879e+00,1.104240798950195312e+01
2.002709150314331055e+00,1.047583961486816406e+01
2.205982923507690430e+00,1.107142829895019531e+01
2.303795337677001953e+00,1.019587993621826172e+01
2.150658607482910156e+00,1.178946304321289062e+01
2.081474781036376953e+00,1.014657592773437500e+01
2.183577775955200195e+00,1.166563320159912109e+01
2.154133319854736328e+00,1.126802539825439453e+01
1.876476526260375977e+00,1.230523490905761719e+01
1.712157011032104492e+00,1.272859954833984375e+01
1.533552527427673340e+00,1.365381336212158203e+01
1.457541465759277344e+00,1.344192504882812500e+01
1.344546318054199219e+00,1.301329231262207031e+01
1.407215237617492676e+00,1.351817321777343750e+01
1.343160748481750488e+00,1.442445755004882812e+01
1.318004488945007324e+00,1.270226860046386719e+01
1.266648530960083008e+00,1.268611907958984375e+01
1.240012288093566895e+00,1.449468421936035156e+01
1.135665655136108398e+00,1.390713214874267578e+01
1.221931338310241699e+00,1.333396244049072266e+01
1.108396768569946289e+00,1.444017696380615234e+01
1.133403539657592773e+00,1.359878349304199219e+01
1.140720963478088379e+00,1.309944438934326172e+01
1.154775857925415039e+00,1.471185779571533203e+01
1.276081562042236328e+00,1.281905937194824219e+01
1.142962455749511719e+00,1.351521873474121094e+01
1.243790864944458008e+00,1.388160133361816406e+01
1.437947988510131836e+00,1.196917533874511719e+01
1.530359268188476562e+00,1.181158638000488281e+01
1.523393988609313965e+00,1.162123775482177734e+01
1.656741380691528320e+00,1.208633995056152344e+01
1.556187033653259277e+00,1.036121749877929688e+01
1.649160504341125488e+00,1.106802654266357422e+01
1.652235746383666992e+00,1.149453163146972656e+01
1.711085557937622070e+00,1.066546344757080078e+01
1.661807060241699219e+00,1.118912792205810547e+01
1.674587368965148926e+00,1.071757888793945312e+01
1.787755489349365234e+00,1.154903984069824219e+01
1.635015249252319336e+00,1.144483280181884766e+01
1.603613734245300293e+00,1.090900707244873047e+01
1.630535125732421875e+00,1.150062847137451172e+01
1.493046760559082031e+00,1.131029224395751953e+01
1.461151361465454102e+00,1.092777538299560547e+01
1.542884230613708496e+00,1.131333351135253906e+01
1.766825199127197266e+00,1.048765659332275391e+01
2.017132759094238281e+00,1.011900615692138672e+01
1.946284413337707520e+00,9.545728683471679688e+00
2.171405315399169922e+00,1.114759445190429688e+01
2.263192892074584961e+00,9.640993118286132812e+00
1.896731853485107422e+00,1.060154628753662109e+01
1.519438505172729492e+00,1.070066928863525391e+01
1.238969922065734863e+00,1.161582565307617188e+01
1.047351837158203125e+00,1.148768520355224609e+01
1.096818208694458008e+00,1.118750762939453125e+01
1.300985932350158691e+00,9.971534729003906250e+00
1.591872215270996094e+00,8.736577987670898438e+00
1.910142302513122559e+00,8.959079742431640625e+00
2.089788675308227539e+00,8.419561386108398438e+00
2.029598236083984375e+00,8.338831901550292969e+00
1.818928480148315430e+00,9.175449371337890625e+00
1.409495592117309570e+00,1.018958282470703125e+01
1.106311798095703125e+00,1.124675178527832031e+01
1.062239885330200195e+00,1.181700897216796875e+01
1.220930576324462891e+00,1.115237045288085938e+01
1.454633355140686035e+00,1.238365268707275391e+01
1.457263231277465820e+00,1.125882816314697266e+01
1.116818785667419434e+00,1.275970268249511719e+01
9.040125012397766113e-01,1.203543663024902344e+01
8.493431210517883301e-01,1.303545475006103516e+01
8.399902582168579102e-01,1.208326530456542969e+01
8.004242181777954102e-01,1.353098773956298828e+01
7.500728964805603027e-01,1.305457305908203125e+01
7.085424065589904785e-01,1.428023719787597656e+01
6.689196825027465820e-01,1.348148059844970703e+01
7.366833686828613281e-01,1.318172931671142578e+01
8.667609691619873047e-01,1.288709068298339844e+01
9.735621213912963867e-01,1.253935241699218750e+01
1.196213006973266602e+00,1.179928112030029297e+01
1.136943578720092773e+00,1.170151901245117188e+01
1.074084997177124023e+00,1.173787689208984375e+01
1.060541749000549316e+00,1.220327758789062500e+01
9.835054874420166016e-01,1.271471500396728516e+01
9.414608478546142578e-01,1.337424564361572266e+01
8.294700384140014648e-01,1.383419227600097656e+01
6.722086668014526367e-01,1.469695663452148438e+01
7.200339436531066895e-01,1.555791378021240234e+01
8.918600678443908691e-01,1.432563781738281250e+01
1.088524580001831055e+00,1.281632518768310547e+01
1.171228766441345215e+00,1.249004554748535156e+01
1.202629446983337402e+00,1.317305278778076172e+01
1.227671265602111816e+00,1.404598617553710938e+01
1.219999551773071289e+00,1.260031509399414062e+01
1.058038949966430664e+00,1.379521369934082031e+01
1.079951763153076172e+00,1.405023956298828125e+01
1.134911417961120605e+00,1.374017333984375000e+01
1.140833735466003418e+00,1.378989887237548828e+01
1.110521793365478516e+00,1.218687725067138672e+01
1.140217661857604980e+00,1.463083457946777344e+01
1.019872188568115234e+00,1.408253192901611328e+01
8.752875328063964844e-01,1.212148952484130859e+01
8.384788036346435547e-01,1.452238941192626953e+01
1.017613887786865234e+00,1.134883975982666016e+01
1.100918054580688477e+00,1.154628181457519531e+01
1.134786963462829590e+00,1.135937500000000000e+01
1.098195791244506836e+00,1.205747604370117188e+01
9.896828532218933105e-01,1.184778594970703125e+01
1.113953113555908203e+00,1.139788818359375000e+01
1.230457663536071777e+00,1.192470550537109375e+01
1.512365341186523438e+00,1.091349697113037109e+01
1.507861256599426270e+00,1.130103492736816406e+01
1.273719191551208496e+00,1.118703460693359375e+01
1.462397336959838867e+00,1.096437072753906250e+01
1.546014904975891113e+00,1.038283920288085938e+01
1.537393689155578613e+00,1.095313644409179688e+01
1.279595613479614258e+00,1.220150184631347656e+01
1.123214006423950195e+00,1.357427597045898438e+01
9.217349290847778320e-01,1.429992485046386719e+01
1.028859376907348633e+00,1.433750820159912109e+01
1.302167892456054688e+00,1.250430202484130859e+01
1.517662286758422852e+00,1.200043869018554688e+01
1.682712674140930176e+00,1.211297988891601562e+01
1.632520198822021484e+00,1.058964347839355469e+01
1.719812154769897461e+00,1.053375244140625000e+01
1.725665926933288574e+00,1.157149124145507812e+01
1.536486744880676270e+00,1.153210639953613281e+01
1.613665103912353516e+00,1.111974811553955078e+01
1.858598709106445312e+00,1.048087120056152344e+01
2.086911201477050781e+00,1.119081878662109375e+01
2.247136116027832031e+00,1.238668251037597656e+01
2.139787673950195312e+00,1.288060665130615234e+01
1.271122694015502930e+00,1.697290611267089844e+01
1.222316384315490723e+00,1.161267757415771484e+01
1.335008144378662109e+00,1.193128395080566406e+01
1.974183559417724609e+00,1.072973251342773438e+01
2.062730550765991211e+00,1.135641098022460938e+01
2.017628192901611328e+00,1.072179412841796875e+01
1.716460824012756348e+00,1.180120372772216797e+01
1.541188120841979980e+00,1.245998764038085938e+01
1.374737381935119629e+00,1.244157886505126953e+01
1.228818655014038086e+00,1.319996166229248047e+01
1.124748706817626953e+00,1.454688072204589844e+01
1.116274476051330566e+00,1.259773063659667969e+01
1.223639726638793945e+00,1.399490451812744141e+01
1.513565778732299805e+00,1.240515804290771484e+01
1.527563691139221191e+00,1.161633396148681641e+01
1.764980077743530273e+00,1.288266372680664062e+01
1.759578943252563477e+00,1.080000495910644531e+01
1.855937600135803223e+00,1.262429809570312500e+01
1.897212266921997070e+00,1.255498504638671875e+01
2.361864089965820312e+00,1.043153572082519531e+01
2.587489604949951172e+00,9.794778823852539062e+00
2.793876886367797852e+00,9.379583358764648438e+00
2.996757030487060547e+00,8.422255516052246094e+00
2.949178218841552734e+00,9.128797531127929688e+00
2.313572645187377930e+00,9.658790588378906250e+00
1.722908139228820801e+00,1.107951736450195312e+01
1.549962639808654785e+00,1.099898147583007812e+01
1.756233215332031250e+00,1.068216133117675781e+01
1.946891307830810547e+00,8.947639465332031250e+00
2.011302947998046875e+00,1.110084533691406250e+01
1.760116457939147949e+00,1.063245010375976562e+01
1.682442903518676758e+00,1.115562248229980469e+01
1.749090194702148438e+00,1.008298206329345703e+01
1.842071890830993652e+00,1.170779514312744141e+01
2.012905120849609375e+00,1.023911666870117188e+01
2.068286657333374023e+00,1.129540824890136719e+01
2.175255060195922852e+00,1.049315929412841797e+01
1.679129719734191895e+00,1.423021697998046875e+01
1.461749553680419922e+00,1.384772586822509766e+01
1.373096108436584473e+00,1.528016853332519531e+01
1.419671177864074707e+00,1.467826843261718750e+01
1.421725511550903320e+00,1.471769714355468750e+01
1.608239412307739258e+00,1.429994392395019531e+01
1.729120969772338867e+00,1.462978267669677734e+01
1.797007799148559570e+00,1.472018051147460938e+01
1.612336397171020508e+00,1.574581909179687500e+01
1.627195119857788086e+00,1.527196311950683594e+01
1.653524518013000488e+00,1.420608234405517578e+01
1.714057207107543945e+00,1.444684886932373047e+01
1.880176782608032227e+00,1.233755493164062500e+01
1.875517606735229492e+00,1.214480590820312500e+01
1.790109634399414062e+00,1.124093055725097656e+01
2.493995189666748047e+00,1.000998210906982422e+01
2.942443847656250000e+00,8.390647888183593750e+00
3.018546819686889648e+00,7.562222003936767578e+00
2.555710792541503906e+00,1.000276947021484375e+01
2.096245765686035156e+00,1.123329353332519531e+01
2.140754461288452148e+00,1.180248832702636719e+01
1.880333304405212402e+00,1.287733554840087891e+01
1.400048494338989258e+00,1.114035606384277344e+01
1.467497944831848145e+00,1.696816253662109375e+01
1.515286922454833984e+00,1.191344451904296875e+01
1.511344909667968750e+00,1.729082107543945312e+01
1.599546432495117188e+00,1.286250114440917969e+01
1.687272071838378906e+00,1.425981521606445312e+01
2.040368080139160156e+00,1.397933769226074219e+01
2.235822200775146484e+00,1.104545307159423828e+01
1.975880503654479980e+00,1.135547065734863281e+01
1.595584392547607422e+00,1.275142574310302734e+01
1.413943886756896973e+00,1.194334602355957031e+01
1.360498428344726562e+00,1.307568168640136719e+01
1.014716506004333496e+00,1.407199954986572266e+01
8.833152651786804199e-01,1.339429950714111328e+01
9.200158119201660156e-01,1.410079860687255859e+01
1.240893840789794922e+00,1.311370086669921875e+01
1.815552234649658203e+00,1.213106155395507812e+01
2.120595932006835938e+00,1.019297409057617188e+01
2.117388248443603516e+00,1.081643009185791016e+01
1.868222832679748535e+00,1.074508857727050781e+01
1.721863031387329102e+00,1.199104404449462891e+01
1.662783145904541016e+00,1.150247764587402344e+01
1.904447913169860840e+00,1.174098205566406250e+01
1.801372647285461426e+00,1.218187713623046875e+01
1.596144795417785645e+00,1.097103309631347656e+01
1.598626971244812012e+00,1.363744163513183594e+01
1.509079813957214355e+00,1.100564002990722656e+01
1.579003334045410156e+00,1.204727935791015625e+01
1.683189630508422852e+00,1.116519927978515625e+01
1.352671861648559570e+00,1.160862922668457031e+01
1.336477518081665039e+00,1.197232913970947266e+01
1.356103658676147461e+00,1.253968334197998047e+01
1.254245638847351074e+00,1.356498908996582031e+01
1.313121795654296875e+00,1.110040950775146484e+01
1.258357882499694824e+00,1.189174270629882812e+01
1.314198613166809082e+00,1.136491775512695312e+01
1.287608981132507324e+00,1.276788616180419922e+01
1.302021622657775879e+00,1.310736465454101562e+01
1.083645820617675781e+00,1.292698287963867188e+01
9.511858224868774414e-01,1.483345222473144531e+01
1.050003290176391602e+00,1.466956996917724609e+01
1.106606960296630859e+00,1.362295246124267578e+01
1.402399063110351562e+00,1.286351871490478516e+01
1.651102781295776367e+00,1.202390289306640625e+01
1.595710992813110352e+00,1.170731544494628906e+01
1.534971714019775391e+00,1.268945598602294922e+01
1.774297237396240234e+00,1.085990047454833984e+01
2.236855030059814453e+00,1.045846843719482422e+01
2.531506061553955078e+00,1.017001819610595703e+01
2.681154251098632812e+00,9.989868164062500000e+00
2.321459770202636719e+00,1.263617897033691406e+01
1.991679191589355469e+00,1.130268764495849609e+01
1.569381356239318848e+00,1.233629226684570312e+01
1.405958414077758789e+00,1.169800949096679688e+01
1.312834024429321289e+00,1.403614139556884766e+01
1.383770227432250977e+00,1.203191280364990234e+01
1.390105128288269043e+00,1.225128555297851562e+01
1.415867567062377930e+00,1.317253303527832031e+01
1.748834729194641113e+00,1.225442695617675781e+01
1.715939998626708984e+00,1.098360824584960938e+01
1.971044540405273438e+00,1.031116104125976562e+01
2.148435354232788086e+00,1.023155975341796875e+01
2.128301143646240234e+00,1.158902740478515625e+01
1.860897541046142578e+00,9.566138267517089844e+00
1.577867746353149414e+00,1.132069206237792969e+01
1.481846690177917480e+00,1.139354419708251953e+01
2.072123050689697266e+00,9.240792274475097656e+00
2.037265300750732422e+00,9.302289962768554688e+00
1.785972356796264648e+00,1.010317707061767578e+01
1.563256025314331055e+00,9.886141777038574219e+00
1.318603754043579102e+00,1.161977767944335938e+01
1.386751651763916016e+00,1.064529418945312500e+01
1.512161493301391602e+00,1.141898727416992188e+01
1.538196921348571777e+00,9.449588775634765625e+00
1.461053848266601562e+00,1.076935195922851562e+01
1.390271186828613281e+00,1.143713951110839844e+01
1.771216154098510742e+00,9.718476295471191406e+00
2.282490730285644531e+00,9.772118568420410156e+00
2.363724231719970703e+00,9.200338363647460938e+00
1.923356652259826660e+00,1.229115009307861328e+01
1.271945714950561523e+00,1.231100749969482422e+01
8.251857757568359375e-01,1.541324615478515625e+01
6.585130095481872559e-01,1.637458610534667969e+01
9.568192362785339355e-01,1.427455329895019531e+01
1.481329679489135742e+00,1.129032897949218750e+01
1.814893722534179688e+00,1.105696296691894531e+01
1.860031008720397949e+00,1.099532032012939453e+01
1.530618906021118164e+00,1.296491336822509766e+01
1.280157327651977539e+00,1.200063705444335938e+01
1.409963130950927734e+00,1.272750091552734375e+01
1.742022991180419922e+00,1.148008060455322266e+01
1.826514005661010742e+00,1.233685016632080078e+01
1.999452352523803711e+00,1.114301967620849609e+01
1.918951153755187988e+00,1.165294933319091797e+01
1.370707750320434570e+00,1.190514564514160156e+01
1.173688054084777832e+00,1.212105369567871094e+01
1.479863643646240234e+00,1.039039802551269531e+01
1.844782590866088867e+00,1.069737434387207031e+01
1.890350699424743652e+00,9.324037551879882812e+00
1.446286201477050781e+00,1.232754325866699219e+01
1.535884141921997070e+00,1.046822452545166016e+01
1.157696485519409180e+00,1.371539688110351562e+01
1.070364713668823242e+00,1.194398021697998047e+01
1.285625457763671875e+00,1.275698089599609375e+01
1.476947069168090820e+00,1.077245426177978516e+01
1.442124366760253906e+00,1.320298767089843750e+01
1.391649842262268066e+00,1.246189594268798828e+01
1.297934055328369141e+00,1.345621681213378906e+01
1.187436342239379883e+00,1.206171226501464844e+01
1.366967201232910156e+00,1.346774291992187500e+01
1.664900779724121094e+00,1.197666835784912109e+01
2.188983201980590820e+00,1.090462112426757812e+01
2.414410114288330078e+00,1.001469039916992188e+01
2.286131143569946289e+00,1.021776390075683594e+01
2.044576168060302734e+00,1.177928829193115234e+01
1.995822429656982422e+00,1.028928565979003906e+01
2.010030269622802734e+00,1.191252040863037109e+01
2.154472112655639648e+00,1.021235656738281250e+01
2.287132263183593750e+00,1.085457134246826172e+01
1.994125247001647949e+00,1.119962596893310547e+01
1.893667459487915039e+00,1.101065635681152344e+01
1.646436572074890137e+00,1.233948612213134766e+01
1.677764415740966797e+00,1.212216949462890625e+01
1.690106034278869629e+00,1.358985710144042969e+01
1.712402105331420898e+00,1.340593338012695312e+01
1.603066325187683105e+00,1.207291984558105469e+01
1.292362451553344727e+00,1.576948356628417969e+01
1.389272212982177734e+00,1.224577331542968750e+01
1.391543149948120117e+00,1.255170822143554688e+01
1.629018545150756836e+00,1.148931980133056641e+01
1.774284124374389648e+00,1.110615825653076172e+01
2.370225429534912109e+00,9.880790710449218750e+00
2.538527965545654297e+00,9.048903465270996094e+00
3.053970336914062500e+00,1.021265888214111328e+01
3.730374813079833984e+00,1.119142341613769531e+01
2.676564216613769531e+00,9.886356353759765625e+00
1.910323619842529297e+00,1.147022628784179688e+01
1.478646755218505859e+00,1.103546237945556641e+01
1.606829881668090820e+00,1.089530754089355469e+01
1.554902434349060059e+00,1.063984012603759766e+01
1.647922515869140625e+00,1.007949924468994141e+01
2.091287612915039062e+00,9.507022857666015625e+00
2.613233566284179688e+00,8.571789741516113281e+00
2.735496044158935547e+00,7.963637828826904297e+00
2.340532779693603516e+00,9.453479766845703125e+00
1.962936639785766602e+00,1.003842926025390625e+01
1.685138702392578125e+00,1.184818077087402344e+01
1.653846740722656250e+00,1.066852569580078125e+01
1.445514678955078125e+00,1.162914848327636719e+01
1.411021232604980469e+00,1.047624206542968750e+01
1.515559792518615723e+00,1.167564392089843750e+01
1.586547851562500000e+00,1.121976852416992188e+01
1.525483131408691406e+00,1.117251777648925781e+01
1.287363171577453613e+00,1.096430015563964844e+01
1.057518601417541504e+00,1.436255550384521484e+01
7.883733510971069336e-01,1.333783721923828125e+01
7.081385850906372070e-01,1.470698928833007812e+01
8.180325031280517578e-01,1.413309192657470703e+01
9.443055391311645508e-01,1.221711349487304688e+01
1.092113375663757324e+00,1.249368381500244141e+01
1.365782260894775391e+00,1.163467979431152344e+01
1.679920315742492676e+00,1.095586585998535156e+01
1.982603907585144043e+00,1.083610057830810547e+01
2.371587276458740234e+00,1.179542541503906250e+01
2.278737545013427734e+00,1.141357040405273438e+01
2.125232458114624023e+00,1.106539916992187500e+01
2.173158884048461914e+00,8.801641464233398438e+00
2.650325298309326172e+00,8.805498123168945312e+00
3.038194179534912109e+00,8.711442947387695312e+00
3.025116920471191406e+00,8.513198852539062500e+00
